feat_1	feat_2	feat_3	feat_4	feat_5	y
-1.4497664005805115	-0.9926848145753505	0.9348039086327292	0.1207346632558435	-0.3551642611594978	0.8325550335534689
0.814602991041637	0.7274532453596039	0.6425209717232258	0.6861572529790675	-0.7662680998813938	0.026302863160180545
0.8522237603318992	0.7527461906888618	0.5521338280047883	0.6583108478548775	-0.8337555013148512	0.0317133845910445
1.3933768916772555	0.9843024138446759	-0.8616632227020935	0.17649010765350145	-0.5074805322794583	0.007333379345327224
0.025108315798269	0.025105677719206927	0.07525373721967189	0.9996848027984917	0.9971644172524773	0.10463032722394172
1.3778096941934264	0.9814358040999982	-0.8370321982644405	0.19179093417205625	-0.5471536338804653	0.0065426785014200736
-1.5041073114853818	-0.9977771116458145	0.9800532556687188	0.06663959390434335	-0.1987350398222339	0.738604000161933
-1.1284155932829194	-0.9037350518031555	0.241250423151539	0.42809222854701284	-0.9704628964206737	0.41905828688295144
0.24127555808745615	0.23894143072380855	0.6622567527614606	0.9710339812198435	0.749276980443044	0.01863025326448185
-0.4535016280923485	-0.4381158918967553	-0.9779701191105691	0.8989184975666652	0.20874493078122716	0.8095788434183224
-0.7625477708043656	-0.6907659231985778	-0.7538810380148334	0.7230784461921241	-0.6570109439892743	0.7514535131412541
1.1785738583363359	0.924061819560719	-0.3840040403806019	0.38224305569903194	-0.9233314123170364	0.03313786079759426
-0.18512339871994143	-0.1840678252023458	-0.5272578939678121	0.9829135443798089	0.8497053096507209	0.06664685172320522
1.4433566407292675	0.9918905475087135	-0.9278019530000992	0.1270950107709368	-0.37307309740746747	0.005798579831599864
1.0946118974908807	0.8887504129089272	-0.14176385472754496	0.45839143049822767	-0.9899005048452029	0.011959451938122057
-1.1676562863696045	-0.919833665915432	0.35356188564914204	0.39230858650885697	-0.9354111358200858	0.44876288506811507
-0.1934530378067214	-0.192248660062606	-0.5483242864112138	0.9813462450654878	0.8362657932330086	0.24112715763361053
