feature0	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	label
0.03729357503741551	0.08377837172596969	1.6881144916743342	-0.5401325307920829	-0.017198281768600943	1.1264069661176004	0.849935112582455	0.20114771747212806	-0.08152174559937922	0.8701230430370528	0
1.0598195078879502	1.2331673004876365	0.10381529587758995	-0.010847395431769546	1.030900973057491	-0.42864138599246104	0.8474931390372533	0.6194806311316294	0.6314283712513439	1.3786240423676264	0
0.27160903383964624	0.16902567292403792	0.8996869626309321	-0.14273342049445953	0.06493548831941637	0.5827946427140591	1.4538477894134973	1.0321009053427117	0.11628636302251008	2.0504126088126235	1
-0.42546411196536404	0.3186156411155379	0.16553229346663578	0.4675999441547382	1.4542792778487499	-0.22895504996857907	-1.2547372929857952	-0.48980570755377595	0.6479091397889423	-0.27385621557750817	1
-0.547601230121812	-0.5815585121123082	1.957447530829639	0.4403737299842697	-0.8921662229483364	0.5672367468738593	-0.04561994003403447	2.7949215727202636	0.774697579440595	1.278896634988153	0
-0.1439146202865753	-0.1782591570029628	1.6720764920589608	0.5655685818945331	-0.4205689018903292	0.5448059324887449	1.5789266698215205	0.3243044534453807	0.7856362963104362	1.5681026950279155	0
0.42083158648507324	0.5650343223790888	1.045507237356427	1.2352707530623532	1.6632568369092828	1.112557841094175	-0.1383847727499763	-0.7088016695052507	0.6139098054967731	-0.1689527723392823	1
0.7313591310088023	1.7152635594618029	-0.17334827202913827	-0.6142739872047641	0.8139878769879881	-0.024030518489496777	-0.749545868380987	2.0697365051921026	0.7303894214651993	1.2811826635730221	1
-0.43725135113734204	0.3376782306107962	-0.9070726788857363	-0.06740355793857056	-1.4925645389851545	0.5829245538864194	0.006398294394029502	2.4566754709173484	1.337367855531352	1.137866171076514	0
0.7337301882074573	1.58944121464563	0.37197047727337956	0.7975353464913343	0.9746546043739989	2.3026895828360114	0.07745039975030774	-0.1839737694070369	0.642095824101628	0.8555621123652926	1
0.916347279978751	0.4289874967331296	0.6937651762835988	1.856242732248735	0.528596876669656	1.150061414950236	0.7110030128252322	1.278906201875191	1.4417055050435614	0.5933639789580801	0
1.8044031148980388	0.45890597341450384	-0.4618604471297202	0.9731490737663537	-0.8437639507137727	0.5841460241949052	1.132205613210052	0.014157140661908096	0.5001997070747363	0.08655089112356651	0
1.592305436428706	0.6304329408010534	0.11647518781403347	0.6225426260952186	-1.4210314859946291	0.322569773856064	0.9367547381642484	0.8329483513537755	0.42635079493192	1.0819379582295752	1
0.333399781038035	0.8998942250760522	-0.8038758247607873	0.17793906896213163	1.1054939397784485	1.2526392250448852	-0.13953455457213287	1.7358189033604754	-0.03168259340048396	0.19257581878428787	1
